source_db,id,doi,item_type,title,authors,year,abstract,keywords,citedby_count,journal_or_venue,affiliation_country,task,rev_task,Ad_Rob_Imp,Res_Decon,Direct_App
IEEE Xplore,1511158,10.1109/AIM.2005.1511158,Conferences,An intelligent disassembly assistant for man-machine demanufacturing,M.B. Kuren; J. Soltani,2005,"In order to handle the complexity of demanufacturing operations, a combined man-machine system is proposed that incorporates projector-vision technology. As part of this system, an intelligent disassembly assistant has been developed to provide a flexible and efficient method for facilitating demanufacturing. The assistant is comprised of a set of software modules that are processed in a distributed computing environment. Hardware and software components of the intelligent assistant are identified. The assistant determines the base elements of the structure, checks for stability, and then determines a disassembly sequence. The projector-vision system provides information to a human operator and detects operations performed on the product. The system can adapt to unexpected human operator behavior",,0,"Proceedings, 2005 IEEE/ASME International Conference on Advanced Intelligent Mechatronics.","Department of Manufacturing and Mechanical Engineering, Miami University, Oxford, OH, USA",iee_dec_rob,iee_dec_rob,0,0,0
IEEE Xplore,7790671,10.1109/ICSTCC.2016.7790671,Conferences,"Hybrid modeling, balancing and control of a mechatronics line served by two mobile robots",Adrian Filipescu; Adriana Filipescu; Alina Voda; Eugenia Minca,2016,"This paper presents hybrid model for an assembly/disassembly mechatronics line serviced by two mobile robotics systems, working in parallel. The aim is to reverse an assembly line using these mobile platforms. For this purpose, an assembly/disassembly line balancing (A/DLB) and synchronized hybrid Petri nets (SHPN) will be used to model and control an assembly/disassembly mechatronics line (A/DML), with a fixed number of workstations, served by two wheeled mobile robots (WMRs) one of them equipped with a robotic manipulators (RM). The WMR with RM is used for part manipulation and the other for transporting. Moreover, the model operates in synchronized mode with signals from sensors. The SHPN model is hybrid type, where A/DML is the discrete part, and WMRs are the continuous parts. Disassembly starts after the assembly process and after the assembled piece fails the quality test, for recovering the parts. The WMRs are used only during disassembly, to manipulate and transport the parts from the disassembling locations to the storage warehouse locations.",,4,"2016 20th International Conference on System Theory, Control and Computing (ICSTCC)","Department of Automation and Electrical Engineering, “Dunarea de Jos” University of Galati, Romania",iee_dec_rob,iee_dec_rob,0,0,0
IEEE Xplore,9561336,10.1109/ICRA48506.2021.9561336,Conferences,The KIT Gripper: A Multi-Functional Gripper for Disassembly Tasks,Cornelius Klas; Felix Hundhausen; Jianfeng Gao; Christian R. G. Dreher; Stefan Reither; You Zhou; Tamim Asfour,2021,"We introduce a multi-functional robotic gripper equipped with a set of actions required for disassembly of electromechanical devices. The gripper consists of a robot arm with 5 degrees of freedom (DoF) for manipulation and a jaw gripper with a 1-DoF rotation joint and a 1-DoF closing joint. The system enables manipulation in 7 DoF and offers the ability to reposition objects in hand and to perform tasks that usually require bimanual systems. The sensor system of the gripper includes relative and absolute joint encoders, force and pressure sensors to provide feedback about interaction forces, a tool- mounted camera for screw detection and precise placement of the tool tip using image-based visual servoing. We present a data-driven method for estimating joint torques based on the output voltage and motor speed. Further, we provide methods for teaching disassembly actions based on human demonstration, their representation as movement primitives and execution based on sensory feedback. We provide quantitative results regarding positioning and torque estimation accuracy, disassembly success rate and qualitative results regarding the successful disassembly of hard disc drives.",,18,2021 IEEE International Conference on Robotics and Automation (ICRA),"Institute for Anthropomatics and Robotics, Karlsruhe Institute of Technology, Karlsruhe, Germany",iee_dec_rob,iee_dec_rob,0,0,0
IEEE Xplore,10260664,10.1109/CASE56687.2023.10260664,Conferences,A MR-Assisted and Scene Perception System for Human-Robot Collaborative Disassembly of Power Batteries,Liangliang Duan; Jie Li; Jinsong Bao; Jianhao Lv; Hangbin Zheng,2023,"To make up for the deficiency of manual disassembly which is low efficiency, high cost and poor safety, robots have great advantages in performing safe and effective disassembly for end-of-life power batteries. Human-robot collaboration (HRC) is mostly pre-programmed, lacks adaptability as well as flexibility to dynamic scenarios. Therefore, it is challenging to ensure the efficiency and safety of human-robot collaborative disassembly(HRCD) for retired power batteries. Targeting that, this research proposes a mixed reality (MR) assisted scene perception system for human-robot collaborative disassembly. The scene semantic recognition module integrates instance segmentation, gesture recognition and action recognition for the perception of the elements in the disassembly scene, including the position of the operation, the robot, the power battery and the tools. The MR technology is utilized to simulate and visualize the HRCD processes, and ensure the safety distance between the human and the robot. The results of the experimental case study indicate that the proposed approach increase the efficiency and enhance the safety of the HRCD system.",,4,2023 IEEE 19th International Conference on Automation Science and Engineering (CASE),"College of Mechanical Engineering, Donghua University, Shanghai, PR China",iee_dec_rob,iee_dec_rob,1,0,0
IEEE Xplore,99969,10.1109/ROBOT.1989.99969,Conferences,Automatic assembly planning with fasteners,J.M. Miller; R.L. Hoffman,1989,"The automatic assembly planning with fasteners (AAPF) prototype system is described. Given a model of a product to be manufactured, the AAPF system produces a high-level assembly sequence for producing that product. The model is defined in terms of constructive solid-geometry primitives and nut, bolt, and screw fastener primitives. The system works backwards by disassembling the finished product model. Under the assumption that no internal or external forces are present, the reverse of a disassembly sequence is a valid assembly sequence. This assembly planning system pays attention to the individual characteristics of the fasteners to produce a more efficient assembly plan. By paying attention to the type, size, and location of each fastener, the fasteners can be grouped and ordered for assembly (where possible) according to similar fastener type, size, and location. Depending on the factory environment, this can reduce the need for moving subparts from work cell to work cell, retooling time, and the time spent at any given machine or work cell. Several examples, ranging from a simple blocks world model to a mechanical computer mouse, are given, including their run times.<>",,28,"Proceedings, 1989 International Conference on Robotics and Automation","Department of Computer Science, Michigan State University, East Lansing, MI, USA",iee_dec_rob,iee_dec_rob,0,0,0
IEEE Xplore,7733705,10.1109/ETFA.2016.7733705,Conferences,Underpinning UK high-value manufacturing: Development of a robotic re-manufacturing system,Richard French; Hector Marin-Reyes,2016,"Impact and its measure of outcome is a given performance indicator within academia. Impact metrics and the associated understanding play a large part of how academic research is judged and ultimately funded. Natural progression of successful scientific research into industry is now an essential tool for academia. This paper describes what began over ten years ago as a concept to automate a bespoke welding system, highlighting its evolution from the research laboratories of The University of Sheffield to become a platform technology for aerospace re-manufacturing developed though industry-academia collaboration. The design process, funding mechanisms, research and development trials and interaction between robotic technology and experienced welding engineers has made possible the construction of a robotic aerospace turbofan jet engine blade re-manufacturing system. This is a joint collaborative research and development project carried out by VBC Instrument Engineering Limited (UK) and The University of Sheffield (UK) who are funded by the UK governments' innovation agency, Innovate-UK with the Aerospace Technology Institute, the Science and Facilities Technology Council (STFC) and the Engineering and Physical Sciences Research Council (EPSRC).",,4,2016 IEEE 21st International Conference on Emerging Technologies and Factory Automation (ETFA),"Department of Physics and Astronomy, The University of Sheffield Sheffield, United Kingdom",iee_dec_rob,iee_dec_rob,0,0,0
IEEE Xplore,9911143,10.1109/ICAC55051.2022.9911143,Conferences,AI-Enabled Soft Versatile Grasping for High-Mixed-Low-Volume Applications with Tactile Feedbacks,Zhen Xie; Josh Chen Ye Seng; Guowei Lim,2022,"Handling mass customized products is one of the key challenges in manufacturing and logistic industries. Flexible solutions which can cater to novel objects are desirable in these industries which are continually producing unique catalogues of products. However, most of the robotic grasping solutions on the market are not suitable for novel objects in high mix and low volume scenarios. Currently, the gaps in the areas of grasping accuracy and speed are impeding the widespread adoption of robotic grasping in these industries. This research aims to improve the grasping capability for novel objects and demonstrate robotic grasping using soft grippers based on data driven learning to accommodate novel objects with varying shapes and textures.We compare data driven approach with deep reinforcement learning (DRL) approach and found that the limitations of DRL such as being data-intensive, complex, and collision-prone reduce its industry readiness level. Therefore, we opt for PointNetGPD which is a data driven approach in this research. We have also performed a comprehensive market survey on tactile sensors and soft grippers with consideration of factors such as price, sensitivity, simplicity and modularity. Based on our evaluation, we choose Rochu two-fingered soft gripper with our customized Force Sensing Resistors (FSR) force sensors mounted on the fingertips because of Rochu’s modularity and compatibility with these tactile sensors.Finally, we conduct data training using soft gripper configuration and test various fast-moving consumer goods (FMCG) products inclusive of fruits and vegetables which are unknown to the database. The grasping accuracy is improved from 75% based on Push and Grasp to 81% based on PointNetGPD. Our versatile grasping platform is independent of gripper configurations and robot models.",,2,2022 27th International Conference on Automation and Computing (ICAC),"Advanced Remanufacturing and Technology Centre, 3 Cleantech Loop, #01/01 CleanTech Two, Singapore",iee_dec_rob,iee_dec_rob,1,1,0
IEEE Xplore,11494571,10.1109/ICERAI69511.2026.11494571,Conferences,Design and Development of a Modular Large-Scale UAV using Additive Manufacturing and Autonomous Control,Mohammed Seyam; Mhd Safouh; Azm Najjar; Ahmed Serag; Mohamed M. Kamra; Tarek N. Dief,2026,"Conventional unmanned aerial vehicle (UAV) platforms face trade-offs between endurance, stability, modularity, and operational adaptability, limiting their effectiveness in long-duration missions such as environmental monitoring, precision agriculture, and surveillance. This paper presents the design and development of a modular large-scale UAV featuring a 4.4 m wingspan and a U-tail configuration, optimized for aerodynamic efficiency and flight stability. The airframe is fabricated using additive manufacturing with polylactic acid (PLA) and reinforced through an integrated carbon and steel rod framework to achieve a high strength-to-weight ratio. Modularity is realized through segmented wing and tail assemblies, enabling rapid assembly, disassembly, and efficient transportation. Autonomous flight capability is implemented using a Pixhawk 6C flight controller with customized ArduPilot firmware, providing reliable autonomous operation with minimal operator intervention. Structural limitations of lightweight printed materials are addressed through a dual carbonrod reinforcement strategy, enhancing load-bearing capacity without significant mass increase. The proposed UAV architecture demonstrates improved endurance, operational flexibility, and deployment efficiency, offering a scalable solution for long-range and high-precision aerial missions.",,0,"2026 International Conference on Electrical/Electronics, Robotics, Artificial Intelligence, and Informatics (ICERAI)","College of Engineering, United Arab Emirates University, Al Ain, U.A.E",iee_dec_rob,iee_dec_rob,0,0,0
IEEE Xplore,10310158,10.1109/TLT.2023.3330471,Journals,A Virtual Reality Training System for Automotive Engines Assembly and Disassembly,Gongjin Lan; Qiangqiang Lai; Bing Bai; Zirui Zhao; Qi Hao,2024,"Automotive engine assembly and disassembly are common and crucial programs in the automotive industry. Traditional education trains students to learn automotive engine assembly and disassembly in lecture courses and then to operate with physical engines, which are generally low effectiveness and high cost. In this article, we developed a multilayer structured virtual reality (VR) system to provide students with training in automotive engine (Buick Verano) assembly and disassembly. The VR training system is designed to have several major features, including replaceable engine parts and reusable tools, friendly user interfaces and guidance, and bottom-up designed multilayer architecture, which can be extended to various engine models. The VR system is evaluated with controlled experiments of two groups of students. The results demonstrate that our VR training system provides remarkable usability in terms of effectiveness and efficiency. Currently, our VR system has been demonstrated and employed in the courses of Chinese colleges to train students in automotive engine assembly and disassembly. A free-to-use executable file (Microsoft Windows) and open-source code are availablefor facilitating the development of VR systems in the automotive industry.",,16,IEEE Transactions on Learning Technologies,"Department of Computer Science and Engineering, Southern University of Science and Technology, Shenzhen, China",iee_dec_rob,iee_dec_rob,0,0,0
IEEE Xplore,6566567,10.1109/ICIEA.2013.6566567,Conferences,Hybrid model based control of a mechatronics line served by mobile robot with manipulator,Eugenia Minca; Adrian Filipescu; Alina Voda; Adriana Filipescu,2013,"This paper presents the model and control structure of an assembly/disassembly mechatronics line (A/DML) served by a wheeled mobile robot (WMR) equipped with robotic manipulator (RM). The model is a hybrid type, where A/DML is the discrete part and WMR with RM is the continuous part. Moreover, the model operates as a synchronized with signals from sensors. Thus, using Petri Nets (PN) in modeling, get a Synchronized Hybrid Petri Nets (SHPN). The disassembly process starts after the assembly process and final piece fails the quality test, in order to recover the components. The WMR equipped with RM is used only in disassembling process, in order to transport the components from the disassembling locations to the storage locations. Thus, the A/DML becomes reversible. Using a LabView platform and SHPN model, a real-time control structure is implemented.",,2,2013 IEEE 8th Conference on Industrial Electronics and Applications (ICIEA),"Department of Automation, Computer Science and Electrical Engineering, Valahia University of Targoviste, Romania",iee_dec_rob,iee_dec_rob,0,0,0
IEEE Xplore,929071,10.1109/ISATP.2001.929071,Conferences,Development of the fully-automatic live-line maintenance robot-Phase III,K. Takaoka; K. Yokoyama; H. Wakisako; K. Yano; K. Higashijima; S. Murakami,2001,"Live-line maintenance of high-voltage overhead electrical lines is extremely difficult but of utmost importance particularly for the rapidly changing society caused by the development of information technology. The robot is indispensable for this job with high safety and efficiency. The paper offers first the background of the system development of Phase I and Phase II that are already put into operation for executing standard jobs automatically and non-standard jobs manually. It continues to describe the third generation robot system (fully automatic live-line maintenance robot-Phase III) that is at the research and development stage. In particular, Phase III explains the concept that improves robot intelligence using vision sensor and compliance control.",,25,Proceedings of the 2001 IEEE International Symposium on Assembly and Task Planning (ISATP2001). Assembly and Disassembly in the Twenty-first Century. (Cat. No.01TH8560),"Research Laboratory, Yaskawa Electric Corporation:, Kitakyushu, Japan",iee_dec_rob,iee_dec_rob,1,1,0
IEEE Xplore,929036,10.1109/ISATP.2001.929036,Conferences,Automatic parameter identification for cooperative modular robots,K. Matsumoto; H. Chen; J. Ota; T. Arai,2001,"The paper describes a concept of a modular robots system and a methodology of parameter identification of the system. The system helps humans to perform tasks by cooperation of modules placed distributively in a working area. Modules of the system have one function (e.g. sensor or actuator) and cooperate based on radio communication. Generally it is difficult and troublesome for users to set up distributed system, because of measuring many parameters (e.g. position and orientation of modules) in practical use. To identify these parameters, motion design algorithm is presented by evaluating influence of errors of sensing and positioning by dead-reckoning for the case of a mobile robot and a ceiling camera module.",,6,Proceedings of the 2001 IEEE International Symposium on Assembly and Task Planning (ISATP2001). Assembly and Disassembly in the Twenty-first Century. (Cat. No.01TH8560),"Department of Precision Machinery Engineering School of Engineering, University of Tokyo, Bunkyo, Tokyo, Japan",iee_dec_rob,iee_dec_rob,1,1,0
IEEE Xplore,928986,10.1109/ISATP.2001.928986,Conferences,Analysis of finger position regions on grasped object with multifingered hand,Yong Yu; Ying Li; S. Tsujio,2001,"In this paper, an analytical approach for obtaining finger position regions of an object with multifingered hand is proposed. The successful grasp of the object can be achieved if the resultant force and resultant moment acting on the object are zero. First, a method that can be used to determine which combination of the object edges touched by fingers is possible to be used for grasping, is given by using the force equilibrium condition. Then, a graspable finger position region on an edge combination is defined where the object can be held successfully and that the region is bounded by plural boundary hyperplanes is shown. With the combination of these boundary hyperplanes, an algorithm for obtaining the graspable finger position region is proposed. Finally, computing examples are performed to verify the effectiveness for the proposed approach.",,0,Proceedings of the 2001 IEEE International Symposium on Assembly and Task Planning (ISATP2001). Assembly and Disassembly in the Twenty-first Century. (Cat. No.01TH8560),"Department of Mechanical Engineering, Kagoshima University, Japan",iee_dec_rob,iee_dec_rob,1,0,0
IEEE Xplore,10046453,10.1109/ICARCE55724.2022.10046453,Conferences,Design and Analysis of Intelligent Robot Arm for FAST Operation and Maintenance,Hongxi Ren; Ligang Qiang; Lin Li; Taokang Xiao; Dingan Song; Zhiyuan Zhang,2022,"In view of the long-term operation and maintenance needs of the Five-hundred-meter Aperture Spherical radio Telescope (FAST) feed cabin, focusing on the practical problems of limited installation space of the feed cabin, numerous disassembly and assembly bolts, low disassembly and assembly efficiency of the feed cabin and high cost, an intelligent robot arm integrating positioning, identification and disassembly is designed. Through the stability analysis of the control system, the amplitude margin is 5.69dB and the phase margin is 49.1deg, meeting the system stability requirements. Through finite element static analysis, modal analysis, harmonic response analysis and test verification, the effective operation and maintenance radius of the robot arm is 1.5m, the maximum torque can reach 130N·m, and the movement space is ±170 °, which can realize the rapid disassembly and assembly of M8 bolts and M12 bolts, and provide technical support for the operation and maintenance of FAST feed cabin.",,0,"2022 International Conference on Automation, Robotics and Computer Engineering (ICARCE)","Guizhou Aerospace Control Technology Co., Ltd, Guizhou Aerospace Industry Co., Ltd, Guiyang, China",iee_dec_rob,iee_dec_rob,1,0,0
IEEE Xplore,10240999,10.23919/CCC58697.2023.10240999,Conferences,Dynamic Graph Dismantling with Reinforcement Supervised Learning,Yumei Wang; Chuancong Tang; Hai-Tao Zhang,2023,"There are always some “key” nodes in a big complex network, which can joint the most connected subgraphs. How to identify these nodes, finding a minimum set of nodes to attack for reducing the size of residual network's Largest Connected Component(LCC) to break up the original network, has become a research hotspot. Therefore, a method for determining the “key” nodes based on reinforcement learning framework and supervised learning model is proposed. This algorithm can not only utilize the dynamic exploration ability of reinforcement learning to collect a rich training dataset, but also take advantage of the characteristics that supervised learning is adaptive and has strong generalization ability to possess high efficiency and strong robustness. In order to further improve the algorithm's performance, $\epsilon$-greedy mechanism is used to explore more network states. The experiment results show that given the same fraction of removed nodes, our algorithm can make the residual LCC smaller in various networks which is superior to the state-of-the-art algorithms in terms of effectiveness and generalization.",,0,2023 42nd Chinese Control Conference (CCC),"the Engineering Research Center of Autonomous Intelligent Unmanned Systems, the Key Laboratory of Image Processing and Intelligent Control, and the State Key Laboratory of Digital Manufacturing Equipment and Technology, School of Artificial Intelligence and Automation, Huazhong University of Science and Technology, Wuhan, China",iee_dec_rob,iee_dec_rob,0,0,0
IEEE Xplore,10502134,10.1109/TRO.2024.3390057,Journals,Development and Characteristics of a Highly Biomimetic Robotic Shoulder Inspired by Musculoskeletal Mechanical Intelligence,Haosen Yang; Guowu Wei; Lei Ren,2024,"This article provides a comprehensive analysis of the existing landscape of conventional and highly biomimetic robotic arms, highlighting a prevalent tradeoff between size, range of motion, and load capacity in current highly biomimetic designs. To overcome the limitations, this article undertakes an in-depth exploration of the human shoulder, focusing on the identification of mechanical intelligence within the biological glenohumeral joint, such as the incomplete ball-and-socket structure, coupling stability of humeroradial and glenohumeral joints, and the self-locking mechanism of the glenohumeral joint. These intelligent features can potentially enhance both the stability and mobility of robotic joints, all the while preserving their compactness. To validate these potential benefits, this article introduces a novel, highly biomimetic robotic glenohumeral joint that meticulously replicates human musculoskeletal structures, from bones and ligaments to cartilage, muscles, and tendons. This novel design incorporates the mechanical intelligence found in the biological joint. Through rigorous simulations and empirical studies, this article demonstrates that the aforementioned mechanical intelligences significantly enhance the flexibility and load capacity of the robot's glenohumeral joint. Furthermore, extensive manipulation experiments confirm the robustness and viability of the proposed highly biomimetic robotic arm. Remarkably, the presented robotic arm executed 46.25% glenohumeral flexion/extension, 105.43% adduction/abduction, and 99.23% rotation, and can sustain a payload of 4 kg, and open the door which requires a torque of over 1.5 Nm to twist the handle. Hence, this article not only validates the intrinsic mechanical intelligence identified in the deconstruction of the human shoulder joint, but also contributes a pioneering design of a new, highly biomimetic robotic arm, significantly pushing boundaries of current robotic technology.",,8,IEEE Transactions on Robotics,"Department of Mechanical, Aerospace and Civil Engineering, The University of Manchester, Manchester, U.K.",iee_dec_rob,iee_dec_rob,0,0,0
IEEE Xplore,10559331,10.1109/ICEMPS60684.2024.10559331,Conferences,Semi-Autonomous Robotic System for Efficient Recycling of Lithium-Ion Batteries,Shreyash Gadgil; Durva Gaikwad; Bijo Sebastian; Alpana Dubey; Abhinav Upadhyay,2024,"The increasing popularity of electric vehicles is leading to a massive increase in the use of lithium-ion batteries (LIBs), majority of which will reach their end-of-life in the next decade. Current recycling methods employed to recover valuable materials from end-of-life battery systems involve shredding of individual cells, followed by the extraction of materials through chemical or metallurgical processes. However, this approach often leads to a reduction in the overall yield of valuable materials, and wastage of other auxiliary components. The expected environmental impact of end-of-life LIBs necessitates sustainable recycling solutions. This paper introduces a semi-autonomous robotic system for efficient recycling of LIBs, showcasing a successful collaboration between human, robot, and a disassembly mechanism. The proposed system leverages human skills in removing fragile and deformable battery casing, intelligent grasping capabilities of a robotic manipulator in retrieving individual cells from the battery and the reliability of a disassembly mechanism in extracting the electrode stack from individual cells. By eliminating risks associated with manual recycling and the wastage associated with conventional shredding, the proposed system allows for direct recycling and reuse of LIB components.",,6,"2024 International Conference on E-mobility, Power Control and Smart Systems (ICEMPS)","Department of Engineering Design, Indian Institute of Technology Madras, Chennai, Tamil Nadu, India",iee_dec_rob,iee_dec_rob,1,0,0
IEEE Xplore,11006065,10.1109/TASE.2025.3570709,Journals,3D Vision-Guided Robotic Grinding Framework for Repairing Random Defects,Tao Ding; Peng Ouyang; Hongyou Zhang; Xiaozhi Feng; Lin Hua; Dahu Zhu,2025,"Robotic grinding is utilized for machining large complex components due to its exceptional flexibility and expansive workspace. However, the existing research primarily focuses on the global machining and lacks solutions for repair and remanufacturing of components with local defects. In order to perform the local repair efficiently, this paper proposes a 3D vision-guided robotic grinding framework for repairing random defects, by taking the removal of welding slags on the automotive body as an example. Based on the measured point cloud, a robust function weighted variance minimization (RFWVM) registration algorithm is utilized to position the automotive body with high precision. Meanwhile, the datum plane is reconstructed to extract the defect point clouds. On this basis, the welding slags are divided into regions in accordance with their height characteristics. For these regions, a robotic grinding depth prediction model is then constructed to determine the mapping between welding slag height and process parameters, and the genetic algorithm is further improved to solve the shortest path decision-making problem in robotic grinding. The experimental results conducted in a typical region of an automotive body confirm the practicality and effectiveness of the proposed framework. This study provides a valuable reference for local defects repair of complex components. Note to Practitioners—This work is motivated by local repair and remanufacturing in robotic machining of large complex components. Due to the random positions and sizes of local defects, it is highly challenging for robots to perform efficient and high-quality machining of these localized defects. The framework proposed in this paper is implemented based on high-precision 3D vision,which can realize the positioning of the workpiece and defect extraction simultaneously. The shortest machining path is determined using intelligent optimization algorithms, while the developed grinding depth prediction model assigns specific machining parameters to each defect area, ensuring both high-quality and efficiency machining. This framework can also be adapted for the removal of similar random defects, such as putty defects and paint defects on high-speed train bodies. However, it has certain limitations. For example, the approach is not suitable for machining small components using robots, does not offer advantages in conventional fixed-point global machining scenarios, and may face measurement challenges when machining workpieces that surface with numerous bends, which requires further improvement.",,2,IEEE Transactions on Automation Science and Engineering,"Hubei Key Laboratory of Advanced Technology for Automotive Components, Wuhan University of Technology, Wuhan, China",iee_dec_rob,iee_dec_rob,1,0,1
IEEE Xplore,1331572,10.1109/TEPM.2004.830506,Journals,Case study of a printed-wire-board concerning (Re-)Design for environment,M. Brandstotter; R. Knoth; B. Kopacek; P. Kopacek,2004,"Nowadays, printed-wire-boards (PWB) appear in nearly every electronic appliance. The fast pace of technological innovation and the consequent shortening of the product lifetime lead to a rapidly growing waste stream of electronic products. Therefore, solutions regarding the end-of-life are urgently required. Our goal is to extend the lifetime of electronic products in order to decrease the environmental impact. Therefore, this case study focused on designing PWBs for maximum component reusability and for a better separation of hazardous components. The project became possible by building a flexible semiautomatic disassembling cell ""/spl Sigma/! 1592-Disassembly Factory"" within the strategic CARE initiative for extracting valuable components from PWBs. Finally, design guidelines are going to be presented that address the layout of PWBs, important properties of components and integrated circuits (ICs), connection technologies, and others. The intention of this paper is to close the loop among the actors of the product lifecycle and particularly between recycling companies and manufacturers. The checklist will help product designers to identify the most important aspects in terms of reusability and environmentally conscious design of PWBs.",,4,IEEE Transactions on Electronics Packaging Manufacturing,"Austrian Society for Systems Engineering and Automation, Vienna, Austria",iee_dec_rob,iee_dec_rob,0,0,0
IEEE Xplore,10155458,10.1109/TASE.2023.3279718,Journals,Learning Robotic Milling Strategies Based on Passive Variable Operational Space Interaction Control,Jamie Hathaway; Alireza Rastegarpanah; Rustam Stolkin,2024,"This paper addresses the problem of robotic cutting during disassembly of products for materials separation and recycling. Waste handling applications differ from milling in manufacturing processes, as they engender considerable variety and uncertainty in the parameters (e.g. hardness) of materials which the robot must cut. To address this challenge, we propose a learning-based approach incorporating elements of interaction control, in which the robot can adapt key parameters, such as feed rate, depth of cut, and mechanical compliance during task execution. We show how a mathematical model of cutting mechanics, embedded in a simulation environment, can be used to rapidly train the system without needing large amounts of data from physical cutting trials. The simulation approach was validated on a real robot setup based on four case study materials with varying structural and mechanical properties. We demonstrate the proposed method minimises process force and path deviations to a level similar to offline optimal planning methods, while the average time to complete a cutting task is within 25% of the optimum, at the expense of reduced volume of material removed per pass. A key advantage of our approach over similar works is that no prior knowledge about the material is required. Note to Practitioners—This work is motivated by challenges in emerging fields such as recycling of electric vehicles, where products such as batteries adopt a range of designs with varying physical geometry and materials. More generally, this applies when considering robotic disassembly of any unknown component where semi-destructive operations such as cutting are required. Product-to-product variation introduces challenges when planning cutting processes required to disassemble a component, as contemporary planning approaches typically require advance knowledge of the material properties, shape and desired path to select tool speed, feed and depth of cut. In this paper, we show a mathematical model of milling force embedded in a simulation environment can be used as a relatively inexpensive approach to simulate a broad spectrum of cutting processes the robot may encounter. This allows the robot to learn from experience a strategy that can select these key parameters of a milling task online without user assistance. We develop a framework for controlling a robot using this strategy that allows the stiffness of the robot arm to be modulated over time to best satisfy metrics of productivity (e.g. required cutting time), while maintaining safe interaction of the robot with its environment (e.g. by avoiding force limits), similarly to how a human operator can vary muscular tension to accomplish different tasks. We posit that the proposed method can substitute a trial-and-error strategy of selecting process parameters for disassembly of novel products, or integrated with existing planning approaches to adjust the parameters of milling tasks online.",,7,IEEE Transactions on Automation Science and Engineering,"Department of Metallurgy and Materials Science, University of Birmingham, Birmingham, U.K",iee_dec_rob,iee_dec_rob,1,1,0
IEEE Xplore,8250134,10.1109/IRIS.2017.8250134,Conferences,Intelligent sensing for robotic re-manufacturing in aerospace — An industry 4.0 design based prototype,Richard French; Michalis Benakis; Hector Marin-Reyes,2017,"Emerging through an industry-academia collaboration between the University of Sheffield and VBC Instrument Engineering Ltd, a proposed robotic solution for remanufacturing of jet engine compressor blades is under ongoing development, producing the first tangible results for evaluation. Having successfully overcome concept adaptation, funding mechanisms, design processes, with research and development trials, the stage of concept optimization and end-user application has commenced. A variety of new challenges is emerging, with multiple parameters requiring control and intelligence. An interlinked collaboration between operational controllers, Quality Assurance (QA) and Quality Control (QC) systems, databases, safety and monitoring systems, is creating a complex network, transforming the traditional manual re-manufacturing method to an advanced intelligent modern smart-factory. Incorporating machine vision systems for characterization, inspection and fault detection, alongside advanced real-time sensor data acquisition for monitoring and evaluating the welding process, a huge amount of valuable industrial data is produced. Information regarding each individual blade is combined with data acquired from the system, embedding data analytics and the concept of “Internet of Things” (IoT) into the aerospace re-manufacturing industry. The aim of this paper is to give a first insight into the challenges of the development of an Industry 4.0 prototype system and an evaluation of first results of the operational prototype.",,18,2017 IEEE International Symposium on Robotics and Intelligent Sensors (IRIS),"Department of Physics and Astronomy, University of Sheffield, Sheffield, United Kingdom",iee_dec_rob,iee_dec_rob,1,0,0
IEEE Xplore,10643836,10.1109/JSEN.2024.3444826,Journals,Millimeter-Wave Radar and Camera Fusion for Multiscenario Object Detection on USVs,Xin He; Defeng Wu; Dongjie Wu; Zheng You; Shangkun Zhong; Qijun Liu,2024,"Accurate object detection is fundamental for unmanned surface vehicles (USVs) to achieve intelligent perception. This article proposes an object detection network that integrates millimeter-wave radar and a camera. The method utilizes the complementary advantages of millimeter-wave radar and camera data modalities to realize multiscenario object detection for USVs applications. To address the drawback of sparse point clouds in millimeter-wave radar and improve the suboptimal performance of the camera in adverse weather conditions and small object detection, as well as to effectively utilize the features of both millimeter-wave radar and camera, a multisensor deep learning fusion object detection network [fusion mixture with AFPN (FMA)-fully convolutional one-stage (FCOS)] is proposed. To validate the effectiveness of FMA-FCOS, training, and testing are conducted on the multiscenario vessel dataset collected specifically for this study and the nuScenes dataset. In comparison with methods solely relying on a camera, such as the original FCOS object detection framework and YOLOv9, as well as other fusion methodologies combining camera and radar, the results demonstrate that FMA-FCOS delivers notable advantages, achieving a superior or comparable detection accuracy in the datasets.",,13,IEEE Sensors Journal,"School of Marine Engineering, Fujian Institute of Innovation for Marine Equipment Detection and Remanufacturing Industrial Technology, and Fujian Provincial Key Laboratory of Naval Architecture and Ocean Engineering, Jimei University, Xiamen, Fujian, China",iee_dec_rob,iee_dec_rob,0,0,0
