source_db,id,doi,item_type,title,authors,year,abstract,keywords,citedby_count,journal_or_venue,affiliation_country,task,rev_task,Ad_Rob_Imp,Res_Decon,Direct_App
IEEE Xplore,1570412,10.1109/ROBOT.2005.1570412,Conferences,Conflict Metric as a Measure of Sensing Quality,J. Carlson; R.R. Murphy; S. Christopher; J. Casper,2005,"This paper shows that the Con metric from Dempster-Shafer theory is a good indicator of sensing quality, where an increase in the conflict metric value correlates with a decrease in map quality (at p ≤ 0.05). Two sets of experiments were conducted. In one, sonar data were gathered from a Nomad 200 robot operating in typical indoor hallways. Another used sonars on an RWI Urban robot in a confined, irregular tunnel built from eight different construction materials. For each set, an occupancy grid map was built and evaluated through a quantitative comparison with the ground truth. It is expected that the results of this study will generalize not only to other sensors and multi-sensor fusion, but any application where consistency can be assumed. It also contributes a design for an inexpensive reconfigurable confined space testbed.",,15,Proceedings of the 2005 IEEE International Conference on Robotics and Automation,"Center for Robot-Assisted Search and Rescue, University of South Florida, Tampa, FL, USA",iee_rob_be,iee_rob_be,0,0,0
IEEE Xplore,9981773,10.1109/IROS47612.2022.9981773,Conferences,A Robot Factors Approach to Designing Modular Hardware,Nathan Melenbrink; Clark Teeple; Justin Werfel,2022,"Robots are increasingly being called on to operate in settings and on tasks originally designed for humans, or where humans are also expected to work. Accordingly, the hardware and tools to be packaged, operated, or maintained are typically designed for use by humans, not robots. Robot autonomy in such cases can be expedited by a “robot factors” approach to the design of hardware, analogous to ergonomics for humans, taking typical current robot capabilities into account during the design process. In this paper, we present two case studies of redesigning mission-critical hardware in space habitats to facilitate autonomous robot operation. In both cases, hardware that previously required dexterous bi-manual manipulation is redesigned such that the entire maintenance task can be completed by a single robotic arm with a standard parallel jaw gripper. We demonstrate successful autonomous replacement of modules in the two hardware systems, and characterize how orientation and compliance of a grasp helps compensate for positioning errors. Based on our findings, we identify several key design strategies that underpin the robot factors approach to designing robot-friendly hardware, including consolidating compound actions into simpler mechanisms, constraining required motions to a single axis, and introducing mechanical compliance to mitigate the effects of pose uncertainties.",,4,2022 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS),"School of Engineering and Applied Sciences, Harvard University, Cambridge, MA, USA",iee_rob_be,iee_rob_be,0,0,0
IEEE Xplore,9110791,10.1109/TII.2020.3000502,Journals,Multipath Communication With Deep Q-Network for Industry 4.0 Automation and Orchestration,Shiva Raj Pokhrel; Sahil Garg,2021,"In this article, we design a novel multipath communication framework for Industry 4.0 using deep Q-network [1] to achieve human-level intelligence in networking automation and orchestration. To elaborate, we first investigate the challenges and approaches in exploiting heterogeneous networks and multipath communication [e.g., using multipath transmission control protocol (MPTCP)] for the information technology cum operation technology (IT/OT) convergence in Industry 4.0. Based on the novel idea of intelligent and flexible manufacturing, we analyze the technical challenges of IT/OT convergence and then model network data traffics using MPTCP over the converged frameworks. It quantifies the adverse impact of network convergence on the performance for flexible manufacturing. We provide a few proof-of-concepts solutions; however, after a clear understanding of the tradeoffs, we discover the need for experience-driven MPTCP. The simulation result demonstrates that the proposed scheme significantly outperforms the baseline schemes.",,29,IEEE Transactions on Industrial Informatics,"Faculty of Science, Engineering and Built Environment, School of IT, Deakin University, Geelong, VIC, Australia",iee_rob_be,iee_rob_be,0,0,0
IEEE Xplore,9786639,10.1109/TII.2022.3179409,Journals,A Novel Global Set-Membership Filtering Approach for Localization of Automatic Guided Vehicles,Hao Yang; Yilian Zhang; Wei Gu; Huaicheng Yan; Fuwen Yang,2023,"This article investigates the localization problem of the automatic guided vehicle (AGV) system. In order to improve the reliability and flexibility of the localization process, a distributed sensor network structure is introduced to realize the localization of the AGV. Moreover, considering the influence of unknown-but-bounded noise and the accuracy requirements of the localization, a novel global set-membership filtering approach is proposed to obtain accurate localization results including a distributed set-membership filtering (DSMF) strategy and a circumscribed rectangle method. First, a DSMF strategy is designed to obtain local state estimation ellipsoids. Sufficient conditions for the existence of the state estimation ellipsoids are derived and a convex optimization process is developed to obtain the optimal local estimation ellipsoids. Then, a circumscribed rectangle method is proposed to fuse all local state estimation ellipsoids and obtain global set-membership filtering results. The proposed fusion method does not have a complicated optimization process, and can obtain more accurate estimation ellipsoids than local estimation results. Performance analysis verifies the effectiveness of the proposed global set-membership filtering approach.",,28,IEEE Transactions on Industrial Informatics,"Key Laboratory of Transport Industry of Marine Technology and Control Engineering, Shanghai Maritime University, Shanghai, China",iee_rob_be,iee_rob_be,0,0,0
IEEE Xplore,9185672,10.1109/CEC48606.2020.9185672,Conferences,An Improved Adaptive Genetic Algorithm for Mobile Robot Path Planning Analogous to the Ordered Clustered TSP,Junjie Jiang; Xifan Yao; Erfu Yang; Jorn Mehnen; Hongnian Yu,2020,"The material transportation planning with a mobile robot can be regarded as the ordered clustered traveling salesman problem. To solve such problems with different priorities at stations, an improved adaptive genetic simulated annealing algorithm is proposed. Firstly, the priority matrix is defined according to station priorities. Based on standard genetic algorithm, the generating strategy of the initial population is improved to prevent the emergence of non-feasible solutions, and an improved adaptive operator is introduced to improve the population ability for escaping local optimal solutions and avoid premature phenomena. Moreover, to speed up the convergence of the proposed algorithm, the simulated annealing strategy is utilized in mutation operations. The experimental results indicate that the proposed algorithm has the characteristics of strong ability to avoid local optima and the faster convergence speed.",,8,2020 IEEE Congress on Evolutionary Computation (CEC),"School of Mechanical and Automobile Engineering, South China University of Technology, Guangzhou, China",iee_rob_be,iee_rob_be,0,1,0
IEEE Xplore,10852431,10.1109/FLLM63129.2024.10852431,Conferences,On Large Language Model Based Joint Source Channel Coding for Semantic Communication,Shiva Raj Pokhrel; Anwar Walid,2024,"Deep learning is extensively proposed in Semantic Communication (SemCom) for semantic extraction and optimization, but often requires complex, application-specific neural networks and struggles with generalization to new environments. Building on the success of large language models (LLMs), this paper explores the adaptability of LLMs to a more efficient and generalizable SemCom design. We introduce SemComLLM and demonstrate its viability by integrating the Llama-2 model with Joint Source-Channel Coding (JSCC), enhancing transmission efficiency and semantic accuracy. The empirical results show an improved contextual understanding. We discuss key challenges and develop future research directions for further refinement.",,5,2024 2nd International Conference on Foundation and Large Language Models (FLLM),"School of Information Technology, Faculty of Science Engineering & Built Environment, Deakin University, VIC, Australia",iee_rob_be,iee_rob_be,0,0,0
IEEE Xplore,10422005,10.1109/ITSC57777.2023.10422005,Conferences,Communication Optimization for Multi-agent Reinforcement Learning-based Traffic Control System with Explainable Protocol,Han Wang; Haochen Wu; Juanwu Lu; Fang Tang; Maria Laura Delle Monache,2023,"This article studies the challenges of multi-agent traffic control systems with a specific focus on the feasibility of communication protocols. We present an innovative approach for optimizing communication in large-scale traffic control systems. In the context of ramp metering coordination, we design and analyze the proposed communication protocols. The first protocol operates without explicit semantic interpretation, providing a baseline for performance. The second builds on the concept of advantageous directions, integrating semantic meaning into communication for enhanced explainability. Comparative results show that our proposed system outperforms the ALINEA algorithm under both protocols. Despite the slightly superior performance of the non-semantic protocol, the advantageous direction protocol yields more interpretable and meaningful results, thereby underscoring the crucial role of explainability in deep learning models. Our approach offers novel insights for the development of interpretable machine learning-based traffic control algorithms. The broader implication of this study emphasizes the importance of addressing communication feasibility in large-scale traffic control systems, illuminating the path toward more efficient, scalable traffic control solutions.",,0,2023 IEEE 26th International Conference on Intelligent Transportation Systems (ITSC),"Department of Electrical Engineering and Computer Sciences and the Department of Civil and Environmental Engineering, University of California, Berkeley, CA, USA",iee_rob_be,iee_rob_be,0,0,0
IEEE Xplore,4609643,10.1109/CCCM.2008.384,Conferences,Interdisciplinary Innovative Education Based on Modular Robot Platform,Li Xuemei; Xu Gang,2008,"Mobile robotics has been used widely in education as a learning tool, as it provides a motivating and interesting tool to perform laboratory experiments within the context of mechatronics, electronics, microcomputer, and control. Lego Mindstorms has been successfully applied at introductory level. However, the number of I/O ports and the processing capacities is very limited and thus is inappropriate for advanced classes at universities. This paper presents the concepts of our modular security and patrol robot with the characteristics of scalability, modularity, flexibility and easy operation. The robot innovative platform made it possible for the students to practice and learn many necessary skills, like collaboration, cognitive skills, self-confidence, perception, and spatial understanding. Interdisciplinary innovative education based on modular robot platform focuses on developing creativity, collaboration, practicing skill, innate ability and personality instead of just imparting knowledge. It is student-oriented and career-oriented. The encouraging results demonstrate that students learn to design and give creative solution to given problems from an interdisciplinary point of view.",,4,"2008 ISECS International Colloquium on Computing, Communication, Control, and Management","Institute of built Environment and control, Zhongkai University of Agriculture and Engineering, Guangzhou, Guangdong, China",iee_rob_be,iee_rob_be,0,0,0
IEEE Xplore,10642229,10.1109/IGARSS53475.2024.10642229,Conferences,THETIDA: Enhanced Resilience and Sustainable Preservation of Underwater and Coastal Cultural Heritage,Panagiotis Michalis; Claudio Mazzoli; Vassilia Karathanassi; Deniz Ikiz Kaya; Flavio Martins; Michele Cocco; Anaïs Guy; Angelos Amditis,2024,"The THETIDA project addresses climate change threats, utilizing a holistic approach to safeguard Europe’s coastal and underwater cultural heritage. Employing environmental modeling for specific climate change scenarios, the project conducts quantitative and qualitative impact assessments, combining environmental and pollution analyses at seven pilot sites across Europe. The developed and deployed technology includes sensors, satellite image processing, smart buoys, AUVs, wearables and crowdsourcing applications supported by ocean forecasting and hazard mapping services. The obtained datasets inform adaptive strategies through a Decision Support System with enhanced visualization capabilities and aim to support sustainable plans for cultural heritage preservation and resilient, climate-neutral policies.",,0,IGARSS 2024 - 2024 IEEE International Geoscience and Remote Sensing Symposium,"Institute of Communications and Computer Systems (ICCS), Athens, Greece",iee_rob_be,iee_rob_be,0,0,0
IEEE Xplore,11205488,10.1109/MWC.2025.3602932,Magazines,Graph-Based Digital Twin Blueprint for Securing 6G Local Area Networks,Yagmur Yigit; Berk Canberk,2025,"The rise of sixth-generation (6G) wireless technologies is expected to transform local connectivity through ultra-low latency communication, autonomous network management, and massive device integration. Among these, 6G Local Area Networks (LANs) are emerging as key enablers for smart homes and industrial automation, offering decentralised and intelligent control at the network edge. However, it introduces critical security requirements. Traditional intrusion detection methods, based on static rules and signatures, are limited in addressing dynamic device interactions, strict latency constraints, and increasingly stealthy cyberattacks expected in 6G LANs. To overcome these limitations, this work introduces a graph-based security framework using digital twins (DTs) designed for 6G LANs. The proposed solution integrates three core components. First, a graph-based anomaly detection module models the real-time network structure using GraphSAGE and Graph Attention Networks (GAT) to enable efficient and context-aware threat identification. Second, an explainability module based on Shapley Additive Explanations (SHAP) provides transparent decision-making and introduces a confidence-aware mechanism to autonomously or collaboratively handle detected threats. Third, a self-healing module applies mitigation actions dynamically, enabling fast, adaptive, and explainable responses while allowing human oversight when needed. The effectiveness of the framework is validated through extensive experiments on a 6G LAN testbed and an external dataset. Results show that our solution reduces end-to-end detection latency by up to 63%, lowers mitigation reaction time by 55%, and decreases processing overhead by 20%, while improving detection accuracy by up to 25% compared to conventional methods. These results highlight the practical benefits of using DTs for real-time and explainable 6G LAN security. Our work offers a scalable and locally deployable solution that meets the performance and transparency needs of emerging autonomous networks.",,1,IEEE Wireless Communications,"School of Computing, Engineering and the Built Environment, Edinburgh Napier University, Edinburgh, U.K.",iee_rob_be,iee_rob_be,0,0,0
IEEE Xplore,6844071,10.1109/EVER.2014.6844071,Conferences,Optimal sizing of PV system and energy management in Buildings,Salim Haddad; Abderrezak Metatla; Samia Benzahioul,2014,"The Photovoltaic is the future's solution for the electrical energy production. This is why; it deserves to be a little more exploited than now. It is an energy which allows an autonomous production of electricity, an economy of fossil fuels and thus the reduction of gas emissions as well as the reduction of the atmospheric pollution. Building is considered as encouraging potential of energy saving and a lot of researches have been developed in this topic. This paper focuses on Energy Management System for the optimal sizing of sources and for the optimal plan of energy in Mechanics Engineering Department Building at Skikda University. Determining the optimal area of a PV installation, the optimal battery installation size, and the minimum power to be contracted with the electricity provider are developed. This optimal sizing allows obtaining the return of the investment costs of the installation and gains from selling the exceeding electricity, which is locally produced.",,0,2014 Ninth International Conference on Ecological Vehicles and Renewable Energies (EVER),"Faculty of Technology Universite, Skikda, Algeria",iee_rob_be,iee_rob_be,0,0,0
IEEE Xplore,7508851,10.1109/MPRV.2016.56,Magazines,Displays as a Material: A Route to Making Displays More Pervasive,David Sweeney; Nicholas Chen; Steve Hodges; Tobias Grosse-Puppendahl,2016,"For digital displays to become more pervasive, they need to have the properties of materials like textiles and plastic film. Moving away from the row-column addressing architecture that dominates traditional displays, the authors propose an architecture that relies on autonomous pixels - that is, pixels that independently sense input and convert it to a corresponding visual output. Two different prototypes reveal the challenges and potential of autonomous pixels, highlighting how digital displays supplied as a flexible material can help foster the development of various new applications. This department is part of a special issue on pervasive displays.",,10,IEEE Pervasive Computing,Microsoft Research,iee_rob_be,iee_rob_be,0,0,0
IEEE Xplore,9942783,10.1109/ISWTA55313.2022.9942783,Conferences,Automatic Monitoring and Control System for Different Water Levels in Interconnected Multiple Twin Tanks with Dry Run Protection Using Microprocessor Orange Pi,Mehak Mubarik; Aaqib Raza; Haroon Rashid; Aznilinda Zainuddin; Zatul Iffah Abd Latiff,2022,"The proposed system effectively controlled and monitored the water level of the dual tank system with efficient dry-run protection to prevent the motor from burning out and avoid wastage of electricity in case of no water. An Orange Pi was used to test its working and ability to control and monitor a real-time system as no prior research is done on a dual water tank control system using Orangepi SBC. Due to COVID-19, millions of people's financial condition has worsened, which is why an initiative is taken to use the cheap board for making prototypes and moving towards PLCs after the desired outcomes. This research aims to provide a system at cheaper rates to handle large water tanks. This system is very efficient and valuable in dams, tanks, purifiers, and water containers. The proposed system also has dry run protection to avoid wastage of electricity in case of no water. The research is an advancement in automation in real-time virtual monitoring and different water level control systems. This research makes life more comfortable because real-time monitoring with a water control system reduces water wastage, leading to the complete modern solution of the problems.",,1,2022 IEEE Symposium on Wireless Technology & Applications (ISWTA),"Electrical Engineering Department, Lahore College for Women University, Lahore, Lahore, Pakistan",iee_rob_be,iee_rob_be,0,0,0
IEEE Xplore,5560218,10.1109/IOLTS.2010.5560218,Conferences,Concepts for fault tolerant sensor systems,A. Richardson,2010,"The integration of sensor technology into SiP and miniaturized 3D assemblies is now active and following policy trends and roadmaps often promoted through the ""More than Moore"" concept, championed by initiatives such as ITRS and the EU Framework programs. These trends open important applications for intelligent autonomous sensor networks and ambient intelligence in sectors including energy, security, transport, civil infrastructure and the environment. Reliability and dependability tends to be crucial for the majority of emerging products in this area. This presentation will look at current and emerging technologies that can contribute to fault tolerance in miniaturized sensor enabled systems. The presentation will identify existing self-test and condition monitoring strategies and discuss the possibility of extending these technologies to full prognostics. Applications in autonomous Health and Usage Monitoring systems will also be discussed.",,0,2010 IEEE 16th International On-Line Testing Symposium,"Department of Engineering, Lancaster University, Lancaster, UK",iee_rob_be,iee_rob_be,0,0,0
IEEE Xplore,10342505,10.1109/IROS55552.2023.10342505,Conferences,Material-Agnostic Shaping of Granular Materials with Optimal Transport,Nikhilesh Alatur; Olov Andersson; Roland Siegwart; Lionel Ott,2023,"From construction materials, such as sand or asphalt, to kitchen ingredients, like rice, sugar, or salt; the world is full of granular materials. Despite impressive progress in robotic manipulation of single objects, granular materials remain a challenge due to difficulties in modelling these highly deformable and inhomogeneous materials, which are governed by dynamics that are hard to capture analytically. We argue that despite the high degrees of freedom and the complex underlying dynamics of granular materials, many practical problems that require manipulating them can be solved by leveraging simple models, informative motion priors, and a fast feedback loop. In this work, we show that computational Optimal Transport (OT) can be leveraged to derive informative, robot-agnostic motion priors for transforming a pile of granular materials from a source into a target distribution and generate robot motion plans with a next-best sweep planner that uses a simple material-agnostic sweep model. We plan sweeps directly on a height map representation of the material distribution and hence avoid a costly particle-level treatment of the problem. We validate our approach with a large set of simulation and hardware experiments that demonstrate several complex shaping tasks, including gathering, separating, and writing letters with different types of granular materials.",,1,2023 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS),"Autonomous Systems Lab, ETH Zurich, Switzerland",iee_rob_be,iee_rob_be,0,0,0
IEEE Xplore,10266126,10.1109/ISCER58777.2023.00054,Conferences,Research on Simulating Application of Artificial Intelligence in Aerospace Field,Fei Yuan; Xiaozhong Shen; Jiawei Wu; Weilin Yang,2023,"The project relies on the intelligent mechanical arm and omnidirectional intelligent mobile car developed by Yuejiang Technology Co., LTD to simulate the space missions such as spaceship departure, astronaut exit, material handling, base station construction, astronaut return and spaceship return, and integrates multiple technologies such as autonomous control of mechanical arm, path planning of unmanned vehicle, AI identification and sensor technology. The research of the project has a certain role in promoting the promotion of AI in higher vocational education, and also has a certain reference significance for the application of AI in aerospace, logistics and other fields.",,2,2023 2nd International Symposium on Control Engineering and Robotics (ISCER),"School of Intelligent Equipment and Automotive Engineering, WuXi Vocational Institute of Commerce, Wuxi, China",iee_rob_be,iee_rob_be,0,0,0
IEEE Xplore,11253915,10.1109/ICA65945.2025.11253915,Conferences,The Application of Ecological Acoustic Indices to Identify The Dominant Sound Components in Soundscape Recording,Anugrah Sabdono Sudarsono; Peni Tyas Widyati; Sentagi Sesotya Utami; Miranti Indar Mandasari; Sugeng Joko Sarwono,2025,"Acoustic indices are quantitative measures used to characterize soundscapes, providing a powerful toolkit for researchers to assess ecological integrity and monitor environmental dynamics. Acoustic indices have diverse applications in ecological research and environmental monitoring, such as assessing biodiversity, monitoring habitat degradation, climate change, and anthropogenic noise pollution on wildlife, and evaluating parameter changes over time. This study aims to identify the implementation of acoustic indices for identifying dominant sound components in a recording, exploring their potential in identifying these components according to biophony, geophony, and anthrophony.This study uses acoustic recordings from Wanagama Forest, a designated conservation and education forest in Gunung Kidul, Yogyakarta, Indonesia. The recordings were taken using an IoT-based autonomous recording device and classified manually into three categories: biophony, geophony, and anthrophony. Acoustic indices such as Acoustic Complexity Index (ACI), Acoustic Diversity Index (ADI), Acoustic Evenness Index (AEI), Bioacoustic Index (BI), Acoustic Entropy Index (H), and Normalized Difference Soundscape Index (NDSI) were calculated using the Soundecology package. The study demonstrates the effectiveness of acoustic indices in characterizing and differentiating soundscapes based on their dominant sound. NDSI and BI are effective at separating biophony-dominated soundscapes; H is crucial in distinguishing geophony-dominated environments; and AEI and ACI shows better performance in differentiating anthrophony-dominated soundscapes.",,0,"2025 9th International Conference on Instrumentation, Control, and Automation (ICA)","Built Environment Performance Engineering Research Group, Institut Teknologi Bandung, Bandung, Indonesia",iee_rob_be,iee_rob_be,0,0,0
IEEE Xplore,11129804,10.1109/ICCA65672.2025.11129804,Conferences,DefectGPT: An Automatic Retrieval-Augmented Framework for Digital Twin-Based Defect Information Management and Analytics,Yijun Huang; Jihan Zhang; Xi Chen; Alan Lam; Ben M. Chen,2025,"Effective building defect management is vital for the operational safety, longevity, and resilience of modern highrise structures. However, traditional approaches often rely on a patchwork of inspection logs, manual measurements, and inconsistent documentation, which can complicate maintenance efforts and risk assessments. In this paper, we propose DefectGPT, a framework that integrates Digital Twin (DT) modeling, Retrieval-Augmented Generation (RAG), and Large Language Models (LLMs) to streamline the lifecycle defect inspection and management. The system collects multi-modal data from Unmanned Aerial Vehicle (UAV) flights, Building Information Models, and Geographic Information Systems (GIS) to build a comprehensive digital twin of a high-rise building. On top of this unified data model, a fine-tuned LLM performs contextaware retrieval and generation, providing defect-related insights and maintenance recommendations that are grounded in up-todate building data. Periodic field studies in Hong Kong demonstrates that this approach significantly enhances defect data retrieval precision and expedites decision-making workflows by leveraging domain-specific knowledge. These findings open new avenues for AI-driven building management, particularly in large-scale urban environments where efficient, robust, and explainable maintenance systems are increasingly essential.",,2,2025 IEEE 19th International Conference on Control & Automation (ICCA),"Department of Mechanical and Automation Engineering, The Chinese University of Hong Kong, Shatin, N.T., Hong Kong, China",iee_rob_be,iee_rob_be,0,0,0
IEEE Xplore,11162383,10.1109/ICCWorkshops67674.2025.11162383,Conferences,Impact of Frequency on Diffraction-Aided Wireless Positioning,Gaurav Duggal; Anand M. Kumar; R. Michael Buehrer; Harpreet S. Dhillon; Nishith Tripathi; Jeffrey H. Reed,2025,"This paper tackles the challenge of accurate positioning in Non-Line-of-Sight (NLoS) environments, with a focus on indoor public safety scenarios where NLoS bias severely impacts localization performance. We explore Diffraction MultiPath Components (MPC) as a critical mechanism for Outdoor-to-Indoor (O2I) signal propagation and its role in positioning. The proposed system comprises of outdoor Uncrewed Aerial Vehicle (UAV) transmitters and indoor receivers that require localization. To facilitate diffraction-based positioning, we develop a method to isolate diffraction MPCs at indoor receivers and validate its effectiveness using a ray-tracing-generated dataset, which we have made publicly available. Our evaluation across the FR1, FR2, and FR3 frequency bands within the 5G/6G spectrum confirms the viability of diffraction-based positioning techniques for next-generation wireless networks.",,1,2025 IEEE International Conference on Communications Workshops (ICC Workshops),"Bradley Department of Electrical and Computer Engineering, Wireless@VT, Virginia Tech, Blacksburg, VA, USA",iee_rob_be,iee_rob_be,0,0,0
IEEE Xplore,7412238,10.1109/ICSIPA.2015.7412238,Conferences,Autonomous industrial tank floor inspection robot,Wun Chen Lee; Abdullah Syafiq Abdul Salam; Mohd. Faisal Ibrahim; Ashrani A. Abd. Rahni; Abdullah Zawawi Mohamed,2015,"Many storage tanks used in industry are inspected manually in order to identify leakage and corrosion. This repetitive task can harm the operator as the operator has to expose themselves to danger inside the tank. The environment of the tank can be harmful because it might contain highly hazardous substances. Additionally, the manual inspection process also requires highly skilled operators for precision. This project proposes the use of an autonomous inspection robot to overcome this problem. The proposed robot is based on the TurtleBot with the Microsoft Kinect camera as a distance sensor. The MinnowBoard MAX board is used as the computing platform running the Robot Operating System (ROS) for tank floor mapping and navigation of the robot. The GMapping Simultaneous Localization and Mapping (SLAM) algorithm is used to do perform the mapping process. Evaluation was performed by comparison against physical measurement of the foyer of the Faculty of Engineering and Built Environment (FKAB) at Universiti Kebangsaan Malaysia (UKM). The results show that the GMapping algorithm is able to generate relatively accurate maps even with the low cost platform and will perform even better with more accurate sensors.",,6,2015 IEEE International Conference on Signal and Image Processing Applications (ICSIPA),"Department of Electrical, Universiti Kebangsaan Malaysia, Bangi, Selangor, Malaysia",iee_rob_be,iee_rob_be,1,1,1
IEEE Xplore,11380314,10.1109/OPTIMA67660.2025.11380314,Conferences,The Use of Optocouplers in Signal Formation and Transmission in Security Systems,Ulugbek T. Aliev; Yarashbek T. Yusupov; Asadbek U. Aliev,2025,"The paper discusses the use of optocouplers in forming and studying the ability of broadband radio signals to pass through obstacles made of various materials. An analysis of related works has been carried out. The main problems in signal transmission are considered. An autonomous optocoupler circuit for signalling the stoppage of a lift when it is switched off has been developed. When studying the propagation of broadband radio signals inside buildings through various reinforced concrete walls and elevator cabin walls made of iron plywood, signal levels were measured in a 9-storey residential building and corresponding graphs of dependence were constructed. The study obtained data on the influence of different materials on the propagation of broadband radio signals. Estimates were made of the passage of broadband Wi-Fi and LTE signals through various obstacles and between floors of the building.",,0,"2025 Optical Communication, Photonics, Telecommunications, and Intelligent Machine Applications (OPTIMA)","Department of Infocommunication Engineering, TUIT Named after Muhammad al-Khwarizmi, Tashkent, Uzbekistan",iee_rob_be,iee_rob_be,0,0,0
IEEE Xplore,10698325,10.1109/ICECET61485.2024.10698325,Conferences,Simulation and Analysis of BIPV Solar Panel Configuration on Building Facades,Yi-Jao Chen; Yu-Min Yang,2024,"To address environmental degradation and energy scarcity, developing diversified autonomous energy sources is crucial. The advent of Building Integrated Photovoltaic (BIPV) systems allows for the incorporation of photovoltaic modules into building exteriors, creating integrated solar systems. This study aims to enhance BIPV system efficiency on facades through simulation and analysis, evaluating various environmental conditions quantitatively and qualitatively. By considering installation costs, energy efficiency, and user demand, the research proposes optimal BIPV configuration strategies. The objective is to resolve previous BIPV design and integration challenges, establishing an effective BIPV design planning model for optimal simulation and analysis.",,0,"2024 International Conference on Electrical, Computer and Energy Technologies (ICECET","Dept. of Architecture, National Univerdity of Kaohsiung, Kaohsiung, Taiwan",iee_rob_be,iee_rob_be,0,0,0
IEEE Xplore,10471513,10.1109/ITEC-India59098.2023.10471513,Conferences,Design and Performance Study of LCC-LCC and LCC-S Compensation Network for Wireless Charging of EV Battery,C. Balaji; Venugopal R; Jayachitra Selvaraj; G. Balasundaram; A. Dominic Savio; Wei Hong Lim,2023,"This work aims to study the compensation techniques used in wireless power transfer for Electric Vehicle (EV) charging application. Though there are several topologies for wireless power conversion Dual Active Bridge (DAB) configuration, better suits with wireless power transfer for its bidirectionality, high power density, ease of implementation and so on. Compensation network enhances the performance of the DAB in providing the constant current (CC) or constant voltage (CV) according to the battery charging status. This paper details the study on the performance of LCC-LCC topology and LCC- S topologies. The design values of magnetic elements of the compensation network are calculated analytically. The LCC-LCC and LCC- S compensations implementation in DAB converter is simulated in MATLAB/Simulink. The results were obtained and compared with the symmetrical LCC and LCC- S compensation on the factors of efficiency, output power, transmitter current and receiver current.",,13,2023 IEEE International Transportation Electrification Conference (ITEC-India),"Dept. of Electrical and Electronics Engineering, SRM Institute of Science and Technology, Chennai, India",iee_rob_be,iee_rob_be,0,0,0
IEEE Xplore,11367011,10.1109/TCOMM.2026.3658388,Journals,Weighted Sum Rate Maximization for RIS-Mounted UAV-Aided Cell-Free ISAC Systems,Shanza Shakoor; Nguyen-Son Vo; Quang Nhat Le; Berk Canberk; Chao-Kai Wen; Hyundong Shin; Trung Q. Duong,2026,"This paper considers the cell-free integrated sensing and communication (CF-ISAC) networks utilizing reconfigurable intelligent surface (RIS)-mounted uncrewed aerial vehicles (UAVs). We aim to maximize the sum of weighted sum rate within the whole ISAC period by jointly optimizing access points (APs)’ transmit beamformings, RISs’ phase shifts, user-RIS association, and UAVs’ locations. To deal with a highly complex non-convex optimization problem, we propose an alternating optimization solution by decomposing the original problem into three subproblems. In particular, for optimizing APs’ transmit beamformings, RISs’ phase shifts, and user-RIS association, we convert the log-sum problem into a quadratically constrained quadratic programming problem using the Lagrangian dual principle and multi-ratio fractional programming. For optimizing UAVs’ locations, the successive convex approximation technique is used to transform it into a convex problem. Simulation results highlight the considerable performance advantage of the proposed network compared to benchmark schemes employing fixed RISs, without RIS-mounted UAVs (URISs), and collocated network with URISs.",,0,IEEE Transactions on Communications,"Department of Electrical and Computer Engineering, Memorial University, St. John’s, NL, Canada",iee_rob_be,iee_rob_be,0,0,0
IEEE Xplore,1189888,10.1109/ICIT.2002.1189888,Conferences,Path generation for articulated steering type vehicle using symmetrical clothoid,W. Yossawee; T. Tsubouchi; S. Sarata; S. Yuta,2002,"Autonomous trajectory following of a wheel loader is closely related to v-shape path planning. Given the desired initial position and orientation of the wheel loader as (x/sub 0/, y/sub 0/, /spl theta//sub 0/) and the desired final position and orientation as (x/sub truck/, y/sub truck/, /spl theta//sub truck/), successful v-shape path planning can be achieved by the derivations of 2 important parameters of the clothoid curve, k (sharpness) and s/sub m/ ( total distance of 1 clothoid curve) and determinations of the summit point of v-shape path, (x/sub e/,ye) and direction, /spl theta//sub e/.",,7,"2002 IEEE International Conference on Industrial Technology, 2002. IEEE ICIT '02.","Intelligent Robot Laboratory, University of Tsukuba, Tsukuba, Ibaraki, Japan",iee_rob_be,iee_rob_be,0,0,0
IEEE Xplore,4427752,10.1109/ICICIC.2007.119,Conferences,Agent Based Material Transfer Scheduling in Steel Works,Junji Kikuchi; Masami Konishi; Jun Imai,2007,"In steel works, locomotives are used to transport products between factories. To attain the stable production, it is necessary to make an appropriate route plan for transferring products between plants effectively and smoothly. However, in a large-scale transportation system of steel works, a lot of products with variety of specification and weight are are treated. As the result, calculation time to make route plan increases, and it is difficult to correspond to frequent transfer request. In this paper, product transfer route planning method in steel works using autonomous decentralized agent is proposed. In the proposal method, each locomotive is considered as an agent, and each locomotive makes the route plan autonomously. In route planning, the problem is to determine transfer route to minimize transportation time with avoiding the collision of locomotives. The entire route plan is cooperatively optimized by each agent repeating an individual optimization of route plan and information exchange.",,1,"Second International Conference on Innovative Computing, Informatio and Control (ICICIC 2007)","Department of Electrical and Electronic Engineering, The Graduate School of Natural Science and Technology, Okayama University, Okayama, Okayama, Japan",iee_rob_be,iee_rob_be,0,0,0
